Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
937,Landon Bow\bowla01,23,DAL,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,1.7,1.4,,0.0,0.0,0.2,0,,,
938,Tristan Jarry\jarrytr01,23,PIT,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,2,7,0,0,4.9,4.2,,0.0,0.0,0.2,0,,,
939,Zachary Senyshyn\senysza01,21,BOS,RW,2,1,0.50,0.00,0.50,0.27,0.00,2.00,1,0,1,1,1,0,2,1,0,0.8,0.9,-0.2,0.1,0.0,0.2,0,,,
940,Matt Donovan\donovma01,28,NSH,D,2,0,0.00,0.50,0.50,0.14,1.00,0.50,0,1,1,0,1,0,1,0,0,0.4,0.8,-0.4,0.1,0.0,0.1,0,,,
941,Brogan Rafferty\raffebr01,23,VAN,D,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,1,0,-1,0.4,1.6,-1.2,0.0,0.0,0.0,0,,,
942,Erik Brannstrom\branner01,19,OTT,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,1.0,1.8,-0.8,0.0,0.1,0.0,0,,,
943,Jake Bean\beanja01,20,CAR,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,0,0,0,0.6,1.0,-0.5,0.0,0.0,0.0,0,,,
944,Jakub Zboril\zborija01,21,BOS,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.7,0.5,0.2,0.0,0.0,0.0,0,,,
945,Kole Sherwood\sherwko01,22,CBJ,RW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,0,0.8,0.5,0.3,-0.1,0.0,0.0,0,,,
946,Louis Belpedio\belpelo01,22,MIN,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,1.0,1.1,0.0,0.0,0.1,0.0,0,,,
947,Mark Alt\altma01,27,COL,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.9,0.5,0.4,0.0,0.0,0.0,0,,,
948,Nico Sturm\sturmni01,23,MIN,C,2,0,0.00,0.00,0.00,0.00,0.00,3.50,0,0,0,0,0,0,0,0,0,1.6,1.4,0.2,-0.1,0.0,0.0,0,,,
949,Tyrell Goulbourne\goulbty01,25,PHI,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0,,,
950,Adam Cracknell\crackad01,33,ANA,RW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,1,0,-1,0.6,1.5,-0.9,-0.1,0.0,-0.1,0,,,
951,Anton Lindholm\lindhan01,24,COL,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,1.0,0.7,0.3,0.0,0.0,-0.1,0,,,
952,Jacob Nilsson\nilssja01,25,CHI,C,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,0.3,-0.3,0.0,-0.1,-0.1,0,,,
953,Kerby Rychel\rycheke01,24,CGY,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,1,1,0,-1,0.0,1.3,-1.3,-0.1,0.0,-0.1,0,,,
954,Kyle Capobianco\capobky01,21,ARI,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,0,-2,0.4,1.3,-0.9,0.0,-0.1,-0.1,0,,,
955,Lee Stempniak\stemple01,35,BOS,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.4,0.7,-0.3,0.0,0.0,-0.1,0,,,
956,Logan Brown\brownlo01,20,OTT,C,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,0.6,0.6,0.0,-0.1,-0.1,-0.1,0,,,
957,Mark Letestu\letesma01,33,CBJ,C,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,1,1,0,-1,0.2,1.3,-1.1,-0.1,0.0,-0.1,0,,,
958,Urho Vaakanainen\vaakaur01,20,BOS,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.4,1.1,-0.7,0.0,0.0,-0.1,0,,,
959,Alex Lyon\lyonal01,26,PHI,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,6,1,0,2.0,1.7,,0.0,0.0,-0.2,0,,,
960,Mike Condon\condomi01,28,OTT,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,8,1,0,2.3,3.5,,0.0,0.0,-0.2,0,,,
961,Ryan Poehling\poehlry01,20,MTL,C,1,2,3.00,0.00,3.00,1.61,0.00,3.00,3,0,3,2,3,0,0,0,3,1.1,0.0,1.1,0.6,0.1,0.7,1,1,0,100.0
962,Alex Nedeljkovic\nedelal01,23,CAR,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,1,2,0,0,2.4,0.9,,0.0,0.0,0.2,0,,,
963,Charlie Lindgren\lindgch01,25,MTL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,1,5,0,0,4.8,4.0,,0.0,0.0,0.2,0,,,
964,Brady Keeper\keepebr01,22,FLA,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,1,0.5,0.1,0.4,0.0,0.1,0.1,0,,,
965,Dakota Mermis\mermida01,25,ARI,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0.7,0.2,0.5,0.0,0.1,0.1,0,,,
966,Joey Daccord\daccojo01,22,OTT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,5,2,0,1.2,2.3,,0.0,0.0,0.1,0,,,
967,Zac Dalpe\dalpeza01,29,CBJ,RW,1,0,0.00,1.00,1.00,0.28,0.00,1.00,0,1,1,0,1,0,0,0,1,0.2,0.9,-0.7,0.1,0.0,0.1,0,,,
968,Anton Blidh\blidhan01,23,BOS,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.1,0.5,-0.4,0.0,0.0,0.0,0,,,
969,Chase De Leo\deleoch01,23,ANA,C,1,0,0.00,0.00,0.00,0.00,0.00,4.00,0,0,0,0,1,0,0,0,1,0.7,0.3,0.4,0.0,0.1,0.0,0,,,
970,Chris Thorburn\thorbch01,35,STL,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.4,-0.4,0.0,0.0,0.0,0,,,
971,Cory Conacher\conacco01,29,TBL,LW,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.0,0.0,0.0,0,,,
972,Curtis Lazar\lazarcu01,23,CGY,C/RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.4,0.2,0.2,0.0,0.0,0.0,0,,,
973,Danny O'Regan\oregada01,25,BUF,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.0,0.0,0.0,0,,,
974,Dennis Gilbert\gilbede01,22,CHI,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.2,0.3,-0.1,0.0,0.0,0.0,0,,,
975,Derek MacKenzie\mackede01,37,FLA,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0,,,
976,Hunter Miska\miskahu01,23,ARI,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,0.6,0.5,,0.0,0.0,0.0,0,,,
977,Jimmy Schuldt\schulja01,23,VEG,D,1,0,0.00,1.00,1.00,0.28,0.00,1.00,0,1,1,0,2,0,3,0,-1,0.5,1.2,-0.7,0.1,0.0,0.0,0,,,
978,Justin Kloos\kloosju01,25,ANA,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.0,0.0,0,,,
979,Kaden Fulcher\fulchka01,20,DET,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,1,0,0.3,0.6,,0.0,0.0,0.0,0,,,
980,Maxime Lagace\lagacma01,26,VEG,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,1,4,0,0,1.6,2.2,,0.0,0.0,0.0,0,,,
981,Nelson Nogier\nogiene01,22,WPG,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.3,1.2,-0.9,0.0,0.0,0.0,0,,,
982,Reid Boucher\bouchre01,25,VAN,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.1,-0.1,0.0,0.0,0.0,0,,,
983,Rem Pitlick\pitlire01,21,NSH,C,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.2,0.2,-0.1,0.0,0.0,0.0,0,,,
984,Riley Stillman\stillri01,20,FLA,D,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,1,0,1,0,0,0.6,1.3,-0.8,0.0,0.0,0.0,0,,,
985,Anthony Greco\grecoan01,25,FLA,RW,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,3,0,-3,0.6,0.6,0.0,0.0,-0.1,-0.1,0,,,
986,Anthony Richard\richaan01,22,NSH,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.2,0.2,0.0,0.0,0.0,-0.1,0,,,
987,Blake Lizotte\lizotbl01,21,LAK,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.7,0.7,-0.1,0.0,0.0,-0.1,0,,,
988,Brandon Gignac\gignabr01,21,NJD,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,0.2,1.2,-1.0,0.0,-0.1,-0.1,0,,,
989,Eric Comrie\comrier01,23,WPG,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,5,0,0,1.5,1.8,,0.0,0.0,-0.1,0,,,
990,Gabriel Carlsson\carlsga01,22,CBJ,D,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,1,0,-1,0.2,0.2,0.0,0.0,-0.1,-0.1,0,,,
991,Josh Teves\tevesjo01,23,VAN,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,1,0,-1,0.9,0.4,0.5,0.0,0.0,-0.1,0,,,
992,Joshua Jacobs\jacobjo01,22,NJD,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.3,0.5,-0.2,0.0,0.0,-0.1,0,,,
993,Laurent Dauphin\dauphla01,23,ARI,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,1,0,-1,0.5,0.2,0.3,0.0,0.0,-0.1,0,,,
994,Mark Friedman\friedma01,23,PHI,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.3,-0.3,0.0,-0.1,-0.1,0,,,
995,Trevor Carrick\carritr01,24,CAR,D,1,0,0.00,0.00,0.00,0.00,5.00,0.00,0,0,0,0,0,0,1,0,-1,0.2,0.3,-0.1,0.0,0.0,-0.1,0,,,
996,Vitaly Abramov\abramvi01,20,OTT,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,-3,0.1,0.9,-0.8,0.0,-0.1,-0.1,0,,,
997,Jakub Jerabek\jerabja01,27,STL,D,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,3,0,-3,0.2,1.0,-0.8,0.0,-0.2,-0.2,0,,,
998,Richard Bachman\bachmri01,31,VAN,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,1,6,2,0,1.3,1.8,,0.0,0.0,-0.2,0,,,
999,Michael Dipietro\dipiemi01,19,VAN,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,7,0,0,1.8,2.0,,0.0,0.0,-0.4,0,,,
